reading_order,kind,page_num,pdf_x0,pdf_y0,pdf_x1,pdf_y1,img_x0,img_y0,img_x1,img_y1,content
245,text,3,70.87,80.25,290.95,91.16,147,1564,606,1586,uation on En.QA. We notice there is another bench-
246,text,3,70.87,66.7,290.94,77.61,147,1592,606,1614,"mark termed LongBench (Bai et al., 2023). Never-"
250,text,3,306.14,504.89,524.41,515.8,637,679,1092,702,"theless, the average context length of LongBench"
251,text,3,306.14,491.34,524.41,502.25,637,707,1092,730,"is below 20K words, which is not long enough to"
252,text,3,306.14,477.79,524.41,488.7,637,735,1092,758,evaluate the recent long-context LLMs supporting
253,text,3,305.32,464.24,417.35,475.15,636,764,869,786,128K-token window size.
254,text,3,306.14,439.96,319.78,450.87,637,814,666,837,4.2
255,text,3,330.69,439.96,440.99,450.87,688,814,918,837,Implementation details.
256,text,3,305.63,421.28,526.32,432.43,636,853,1096,876,We set the chunk size as 128 tokens on all datasets.
257,text,3,306.14,407.74,526.23,418.64,637,881,1096,904,Chunks are non-overlapped. We use BGE-large-en-
259,text,3,305.87,394.19,524.41,405.1,637,909,1092,932,"v1.5 (Xiao et al., 2023) to extract the embedding"
260,text,3,306.14,380.64,453.58,391.55,637,938,944,960,"of queries and chunks, by default."
261,text,3,306.14,356.36,401.31,367.27,637,988,836,1011,4.3 Ablation Study
262,text,3,305.78,337.68,524.41,348.67,637,1027,1092,1050,The influence of context length. We evaluate
263,text,3,306.14,324.13,526.22,335.04,637,1055,1096,1078,the influence of the context length on the perfor-
264,text,3,306.14,310.58,524.41,321.49,637,1084,1092,1106,mance of the proposed order-preserve RAG. Since
265,text,3,306.14,297.04,524.41,308.18,637,1111,1092,1135,"each chunk contains 128 tokens, the context length"
266,text,3,306.14,283.49,524.41,294.64,637,1140,1092,1163,"is 128m, where m is the number of the retrieved"
267,text,3,306.14,269.94,524.41,280.85,637,1168,1092,1191,chunks as the context for generating the answer. As
268,text,3,306.14,256.39,525.78,267.3,637,1197,1095,1219,"shown in Figure 3, as the context length increases,"
269,text,3,306.14,242.84,524.41,253.75,637,1225,1092,1248,the performance initially increases. This is because
270,text,3,306.14,229.29,526.22,240.2,637,1253,1096,1276,more context might have a greater chance of cover-
271,text,3,306.14,215.74,524.41,226.65,637,1281,1092,1304,"ing the relevant chunk. Nevertheless, as the context"
272,text,3,306.14,202.19,524.41,213.1,637,1309,1092,1332,"length further increases, the answer quality drops"
273,text,3,306.14,188.64,526.22,199.55,637,1338,1096,1360,since more irrelevant chunks are used as distrac-
274,text,3,306.14,175.09,524.41,186.0,637,1366,1092,1389,"tions. To be specific, Llama3.1-8B model achieves"
275,text,3,306.14,161.54,524.41,172.45,637,1394,1092,1417,the performance peak when the context length is
276,text,3,305.32,147.99,525.78,158.9,636,1422,1095,1445,"16K on both EN.QA dataset and EN.MC dataset,"
277,text,3,305.75,134.45,524.41,145.35,636,1451,1092,1473,whereas the best performance of Llama3.1-70B
278,text,3,306.14,120.9,524.41,132.04,637,1478,1092,1502,model is achieved at 48K on EN.QA and 32K on
279,text,3,306.14,107.35,526.23,118.26,637,1507,1096,1530,EN.MC. The fact that the peak point of Llama3.1-
280,text,3,305.87,93.8,524.41,104.71,637,1535,1092,1558,70B comes later than Llama3.1-8B model might
281,text,3,306.14,80.25,524.59,91.16,637,1564,1092,1586,be because the larger-scale model has a stronger
282,text,3,306.14,66.7,524.41,77.61,637,1592,1092,1614,capability to distinguish the relevant chunks from
213,figure,3,92.18,587.94,296.27,771.02,192,147,617,529,[FIGURE]
247,figure,3,299.0,587.94,503.1,769.58,622,150,1048,529,[FIGURE]
284,text,4,167.61,583.55,206.94,592.52,349,519,431,538,(a) EN.QA
321,text,4,387.28,583.55,428.12,592.52,806,519,891,538,(b) EN.MC
285,text,4,70.87,562.01,524.41,571.98,147,562,1092,583,Figure 4: Comparisons between the proposed order-preserve RAG and vanilla RAG. The evaluations are conducted
286,text,4,70.87,550.06,361.42,560.24,147,586,752,607,"on En.QA and EN.MC datasets of ∞Bench, using Llama3.1-70B model."
287,text,4,70.87,515.38,167.88,526.29,147,657,349,680,irrelevant distractions.
288,text,4,70.87,501.47,289.13,512.46,147,686,602,709,Order-preserve RAG versus vanilla RAG. As
289,text,4,70.87,487.92,289.14,498.83,147,714,602,737,"shown in Figure 4, when the number of retrieved"
290,text,4,70.87,474.37,290.94,485.53,147,742,606,765,"chunks are small (e.g, 8), the advantage of the pro-"
291,text,4,70.87,460.82,289.13,471.73,147,771,602,793,posed order-preserve RAG over vanilla RAG is not
292,text,4,70.87,447.27,290.94,458.18,147,799,606,822,"considerably. In contrast, when the number of re-"
293,text,4,70.87,433.72,289.14,444.63,147,827,602,850,"trieved chunks is large, our order-preserve RAG"
294,text,4,70.87,420.18,290.94,431.08,147,855,606,878,significantly outperforms vanilla RAG. To be spe-
295,text,4,70.87,406.63,290.94,417.54,147,884,606,906,"cific, on EN.QA dataset, when the number of re-"
296,text,4,70.87,393.08,289.14,404.23,147,911,602,935,"trieved chunk is 128, vanilla RAG only achieves"
297,text,4,70.59,379.53,289.14,390.68,147,940,602,963,38.40 F1-score whereas our order-preserve RAG
298,text,4,70.87,365.98,290.95,377.13,147,968,606,991,"achieves 44.43 F1-score. On EN.MC dataset, re-"
299,text,4,70.87,352.43,289.13,363.58,147,996,602,1019,"trieving 192 chunks, vanialla RAG only achieves"
300,text,4,70.87,338.88,289.14,350.03,147,1024,602,1047,81.22 accuracy whereas our order-preserve RAG
301,text,4,70.87,325.33,173.3,336.48,147,1052,361,1076,obtains 88.65 accuracy.
302,text,4,70.87,301.76,156.93,312.67,147,1102,326,1125,4.4 Main Results
303,text,4,70.35,283.49,289.13,294.4,146,1140,602,1163,We compare the proposed order-preserve RAG with
304,text,4,70.87,269.94,290.94,280.85,147,1168,606,1191,two types of baselines. The first category of ap-
305,text,4,70.87,256.39,291.04,267.3,147,1197,606,1219,proaches uses the long-context LLM without RAG.
306,text,4,70.47,242.84,289.14,253.75,146,1225,602,1248,"As shown in Table 1, without RAG, LLM takes a"
307,text,4,70.87,229.29,289.13,240.2,147,1253,602,1276,"huge number of tokens as input, which is inefficient"
308,text,4,70.87,215.74,289.13,226.65,147,1281,602,1304,"and costly. In contrast, the proposed order-preserve"
309,text,4,70.87,202.19,289.14,213.1,147,1309,602,1332,RAG not only significantly reduces the number of
310,text,4,70.87,188.64,289.31,199.55,147,1338,602,1360,"tokens, but also significantly improves the answer"
311,text,4,70.87,175.09,290.49,186.0,147,1366,605,1389,"quality. For instance, using Llama3.1-70B model,"
312,text,4,70.87,161.54,289.41,172.69,147,1394,602,1417,the approach without RAG only achieves a 34.26
313,text,4,70.87,147.99,290.94,158.9,147,1422,606,1445,F1 score on EN.QA with an average of 117K to-
314,text,4,70.87,134.45,289.53,145.35,147,1451,603,1473,"kens as input. In contrast, our OP-RAG with 48K"
315,text,4,70.87,120.9,290.94,132.04,147,1478,606,1502,tokens as input attains a 47.25 F1 score. The sec-
316,text,4,70.87,107.35,289.13,118.26,147,1507,602,1530,ond category of baselines takes the SELF-ROUTE
317,text,4,70.87,93.8,289.14,104.71,147,1535,602,1558,"mechanism (Li et al., 2024), which routes queries"
318,text,4,70.87,80.25,289.14,91.16,147,1564,602,1586,to RAG or long-context LLM based on the model
319,text,4,70.87,66.7,290.94,77.61,147,1592,606,1614,"self-reflection. As shown in Table 1, ours signifi-"
324,text,4,326.44,514.41,354.33,523.38,680,663,738,682,Method
322,text,4,401.87,519.39,429.01,528.36,837,653,893,671,EN.QA
323,text,4,478.82,519.39,506.97,528.36,997,653,1056,671,EN.MC
325,text,4,380.61,509.43,412.73,518.39,792,673,859,692,F1 Score
326,text,4,424.69,509.43,478.91,518.39,884,673,997,692,Tokens Acc.
327,text,4,497.97,509.43,523.56,518.39,1037,673,1090,692,Tokens
328,text,4,364.92,497.07,470.76,506.04,760,699,980,718,Long-context LLM w/o RAG
331,text,4,314.36,484.72,366.41,493.69,654,725,763,744,Llama3.1-70B
338,text,4,325.36,474.76,355.41,483.72,677,746,740,764,GPT-4O
341,text,4,312.12,464.8,368.65,473.76,650,766,768,785,Gemini-1.5-Pro
329,text,4,386.18,484.92,407.17,493.88,804,725,848,743,34.26
334,text,4,386.18,474.95,407.17,483.92,804,745,848,764,32.36
339,text,4,386.18,464.99,407.17,473.96,804,766,848,785,43.08
332,text,4,427.52,484.72,447.45,493.69,890,725,932,744,117K
336,text,4,427.52,474.76,447.45,483.72,890,746,932,764,117K
342,text,4,427.52,464.8,447.45,473.76,890,766,932,785,196K
330,text,4,463.63,484.92,484.62,493.88,965,725,1009,743,71.62
335,text,4,463.63,474.95,484.62,483.92,965,745,1009,764,78.42
340,text,4,463.63,464.99,484.62,473.96,965,766,1009,785,85.57
333,text,4,500.8,484.72,520.73,493.69,1043,725,1084,744,117K
337,text,4,500.8,474.76,520.73,483.72,1043,746,1084,764,117K
343,text,4,500.8,464.8,520.73,473.76,1043,766,1084,785,188K
344,text,4,361.98,452.44,473.7,461.41,754,792,986,811,"SELF-ROUTE (Li et al., 2024)"
347,text,4,325.36,440.09,355.41,449.05,677,818,740,837,GPT-4O
354,text,4,312.12,430.13,368.65,439.09,650,839,768,857,Gemini-1.5-Pro
345,text,4,386.18,440.29,407.17,449.25,804,817,848,836,34.95
350,text,4,386.18,430.32,407.17,439.29,804,838,848,857,37.51
348,text,4,429.76,440.09,445.2,449.05,895,818,927,837,85K
352,text,4,429.76,430.13,445.2,439.09,895,839,927,857,83K
346,text,4,463.63,440.29,484.62,449.25,965,817,1009,836,77.29
351,text,4,463.63,430.32,484.62,439.29,965,838,1009,857,76.86
355,text,4,342.48,417.77,493.2,426.74,713,864,1027,883,Llama3.1-70B order-preserve RAG (ours)
358,text,4,314.67,405.42,366.11,414.38,655,890,762,909,OP-RAG-16K
363,text,4,314.67,395.46,366.11,404.42,655,911,762,930,OP-RAG-24K
368,text,4,314.67,385.49,366.11,394.46,655,932,762,950,OP-RAG-48K
356,text,4,386.18,405.62,407.17,414.58,804,890,848,908,44.43
361,text,4,386.18,395.65,407.17,404.62,804,910,848,929,45.45
366,text,4,384.78,385.69,408.56,394.66,801,931,851,950,47.25
359,text,4,429.76,405.42,445.2,414.38,895,890,927,909,16K
364,text,4,429.76,395.46,445.2,404.42,895,911,927,930,24K
369,text,4,429.76,385.49,445.2,394.46,895,932,927,950,48K
357,text,4,463.63,405.62,484.62,414.58,965,890,1009,908,84.72
362,text,4,462.23,395.65,486.01,404.62,962,910,1012,929,88.65
367,text,4,463.63,385.69,484.62,394.66,965,931,1009,950,85.59
349,text,4,503.04,440.09,518.48,449.05,1048,818,1080,837,62K
353,text,4,503.04,430.13,518.48,439.09,1048,839,1080,857,62K
360,text,4,503.04,405.42,518.48,414.38,1048,890,1080,909,16K
365,text,4,503.04,395.46,518.48,404.42,1048,911,1080,930,24K
370,text,4,503.04,385.49,518.48,394.46,1048,932,1080,950,48K
371,text,4,305.83,363.56,524.4,373.52,637,975,1092,996,Table 1: Comparisons among the long-context LLM
372,text,4,305.78,351.6,525.65,361.57,637,1000,1095,1021,"without RAG, SELF-ROUTE mechanism (Li et al.,"
373,text,4,306.14,339.65,507.64,349.61,637,1025,1057,1046,2024) and the proposed order-preserve (OP) RAG.
374,text,4,306.14,303.99,524.41,314.9,637,1097,1092,1120,cantly outperforms than using much fewer tokens
375,text,4,306.14,290.44,400.39,301.35,637,1126,834,1148,in the input of LLMs.
376,text,4,306.14,264.83,381.21,276.78,637,1177,794,1202,5 Conclusion
377,text,4,306.14,242.84,526.23,253.75,637,1225,1096,1248,"In this paper, we have revisited the role of retrieval-"
378,text,4,306.14,229.29,526.22,240.2,637,1253,1096,1276,augmented generation (RAG) in the era of long-
379,text,4,306.14,215.74,524.41,226.65,637,1281,1092,1304,context language models (LLMs). While recent
380,text,4,306.14,202.19,524.41,213.1,637,1309,1092,1332,trends have favored long-context LLMs over RAG
381,text,4,306.14,188.64,526.22,199.55,637,1338,1096,1360,for their ability to incorporate extensive text se-
382,text,4,306.14,175.09,526.32,186.0,637,1366,1096,1389,"quences, our research challenges this perspective."
383,text,4,305.63,161.54,524.41,172.45,636,1394,1092,1417,We argue that extremely long contexts in LLMs
384,text,4,306.14,147.99,526.22,158.9,637,1422,1096,1445,can lead to a diminished focus on relevant infor-
385,text,4,306.14,134.45,524.41,145.35,637,1451,1092,1473,"mation, potentially degrading answer quality in"
386,text,4,306.14,120.9,524.41,131.8,637,1479,1092,1502,"question-answering tasks. To address this issue, we"
387,text,4,306.14,107.35,524.41,118.26,637,1507,1092,1530,proposed the order-preserve retrieval-augmented
388,text,4,306.14,93.8,524.41,104.71,637,1535,1092,1558,generation (OP-RAG) mechanism. Our extensive
389,text,4,306.14,80.25,526.22,91.16,637,1564,1096,1586,experiments on public benchmarks have demon-
390,text,4,306.14,66.7,524.41,77.61,637,1592,1092,1614,strated that OP-RAG significantly improves the
283,figure,4,78.58,598.44,296.28,770.68,163,148,617,507,[FIGURE]
320,figure,4,299.0,598.44,516.7,771.02,622,147,1076,507,[FIGURE]
444,text,5,306.14,757.91,524.41,767.88,637,154,1092,174,Meta. 2024a. Introducing llama 3.1: Our most capable
445,text,5,317.05,746.95,377.65,756.92,660,177,786,197,models to date.
446,text,5,306.14,727.03,436.74,736.99,637,218,909,239,Meta. 2024b. Llama 3.1 models.
447,text,5,306.14,707.1,526.06,717.07,637,260,1095,280,"Grégoire Mialon, Roberto Dessì, Maria Lomeli, Christo-"
448,text,5,317.05,696.14,525.66,706.11,660,282,1095,303,"foros Nalmpantis, Ram Pasunuru, Roberta Raileanu,"
449,text,5,317.05,685.19,525.65,695.15,660,305,1095,326,"Baptiste Rozière, Timo Schick, Jane Dwivedi-Yu,"
450,text,5,316.69,674.23,524.4,684.19,659,328,1092,349,"Asli Celikyilmaz, et al. 2023. Augmented language"
451,text,5,317.05,663.27,524.97,673.46,660,350,1093,372,models: a survey. arXiv preprint arXiv:2302.07842.
453,text,5,306.14,643.34,485.52,653.3,637,392,1011,413,OpenAI. 2023. GPT-4 technical report.
452,text,5,499.41,643.34,525.65,653.53,1040,392,1095,413,"ArXiv,"
454,text,5,317.05,632.38,367.14,642.35,660,415,764,436,2303:08774.
455,text,5,306.14,612.46,526.16,622.42,637,457,1096,477,"Ofir Press, Noah A Smith, and Mike Lewis. 2021."
456,text,5,316.74,601.5,524.41,611.46,659,480,1092,500,"Train short, test long: Attention with linear biases"
457,text,5,317.05,590.54,524.41,600.73,660,502,1092,523,enables input length extrapolation. arXiv preprint
458,text,5,317.05,579.58,392.32,589.77,660,525,817,546,arXiv:2108.12409.
459,text,5,306.14,559.66,525.66,569.62,637,567,1095,587,"Machel Reid, Nikolay Savinov, Denis Teplyashin,"
460,text,5,317.05,548.7,524.41,558.66,660,590,1092,610,"Dmitry Lepikhin, Timothy Lillicrap, Jean-baptiste"
461,text,5,316.69,537.74,526.07,547.7,659,612,1095,633,"Alayrac, Radu Soricut, Angeliki Lazaridou, Orhan Fi-"
462,text,5,317.05,526.78,526.06,536.74,660,635,1095,656,"rat, Julian Schrittwieser, et al. 2024. Gemini 1.5: Un-"
463,text,5,317.05,515.82,524.41,525.78,660,658,1092,679,locking multimodal understanding across millions of
464,text,5,317.05,504.86,526.15,515.05,660,680,1096,702,tokens of context. arXiv preprint arXiv:2403.05530.
465,text,5,306.14,484.94,526.06,494.9,637,722,1095,743,"Yutao Sun, Li Dong, Barun Patra, Shuming Ma, Shao-"
466,text,5,317.05,473.98,524.41,483.94,660,745,1092,766,"han Huang, Alon Benhaim, Vishrav Chaudhary, Xia"
467,text,5,317.05,463.02,524.41,472.98,660,768,1092,789,"Song, and Furu Wei. 2022. A length-extrapolatable"
468,text,5,317.05,452.06,503.73,462.25,660,790,1049,812,transformer. arXiv preprint arXiv:2212.10554.
469,text,5,306.14,432.13,526.06,442.1,637,832,1095,853,"Yi Tay, Mostafa Dehghani, Dara Bahri, and Donald Met-"
470,text,5,317.05,421.18,526.15,431.14,660,855,1096,876,zler. 2020. Efficient transformers: A survey.(2020).
471,text,5,317.05,410.22,452.56,420.41,660,878,942,899,arXiv preprint cs.LG/2009.06732.
472,text,5,306.14,390.29,433.12,400.25,637,920,902,940,xAI. 2024. Grok-2 beta release.
473,text,5,306.14,370.37,524.41,380.33,637,961,1092,982,"Shitao Xiao, Zheng Liu, Peitian Zhang, and Niklas"
474,text,5,317.05,359.41,524.41,369.37,660,984,1092,1005,Muennighoff. 2023. C-pack: Packaged resources
475,text,5,317.05,348.45,525.65,358.64,660,1006,1095,1028,"to advance general chinese embedding. Preprint,"
476,text,5,317.05,337.49,392.07,347.45,660,1030,816,1050,arXiv:2309.07597.
477,text,5,306.14,317.56,524.41,327.53,637,1071,1092,1092,"Manzil Zaheer, Guru Guruganesh, Kumar Avinava"
478,text,5,317.05,306.61,526.06,316.57,660,1094,1095,1115,"Dubey, Joshua Ainslie, Chris Alberti, Santiago On-"
479,text,5,317.05,295.65,525.65,305.61,660,1117,1095,1138,"tanon, Philip Pham, Anirudh Ravula, Qifan Wang,"
480,text,5,317.05,284.69,524.58,294.65,660,1140,1092,1160,"Li Yang, et al. 2020. Big bird: Transformers for"
481,text,5,317.05,273.73,524.41,283.92,660,1162,1092,1183,longer sequences. Advances in neural information
482,text,5,317.05,262.77,467.69,272.96,660,1185,974,1206,"processing systems, 33:17283–17297."
483,text,5,306.14,242.84,526.06,252.81,637,1227,1095,1248,"Xinrong Zhang, Yingfa Chen, Shengding Hu, Zi-"
484,text,5,317.05,231.89,525.65,241.85,660,1250,1095,1270,"hang Xu, Junhao Chen, Moo Khai Hao, Xu Han,"
485,text,5,317.05,220.93,524.41,230.89,660,1272,1092,1293,"Zhen Leng Thai, Shuo Wang, Zhiyuan Liu, and"
486,text,5,317.05,209.97,524.41,220.15,660,1295,1092,1316,Maosong Sun. 2024. ∞bench: Extending long
487,text,5,317.05,199.01,525.65,209.2,660,1318,1095,1339,"context evaluation beyond 100k tokens. Preprint,"
488,text,5,317.05,188.05,392.07,198.01,660,1341,816,1362,arXiv:2402.13718.
391,text,5,70.87,757.71,290.94,768.62,147,152,606,175,performance of RAG for long-context question-
392,text,5,70.87,744.16,290.94,755.07,147,180,606,203,answer applications. OP-RAG’s superior perfor-
393,text,5,70.87,730.61,289.13,741.52,147,209,602,231,mance suggests that efficient retrieval and focused
394,text,5,70.87,717.06,289.14,727.97,147,237,602,260,context utilization can outperform the brute-force
395,text,5,70.87,703.51,282.01,714.42,147,265,587,288,approach of processing extremely long contexts.
396,text,5,70.87,667.36,126.41,679.32,147,338,263,363,References
397,text,5,70.87,650.49,290.38,660.45,147,378,604,398,"Marah Abdin, Sam Ade Jacobs, Ammar Ahmad Awan,"
398,text,5,81.59,639.53,290.38,649.49,169,400,604,421,"Jyoti Aneja, Ahmed Awadallah, Hany Awadalla,"
399,text,5,81.78,628.57,290.79,638.53,170,423,605,444,"Nguyen Bach, Amit Bahree, Arash Bakhtiari, Harki-"
400,text,5,81.78,617.61,289.48,627.57,170,446,603,467,"rat Behl, et al. 2024. Phi-3 technical report: A highly"
401,text,5,81.78,606.65,289.13,616.84,170,468,602,490,capable language model locally on your phone. arXiv
402,text,5,81.78,595.69,191.82,605.88,170,491,399,512,preprint arXiv:2404.14219.
403,text,5,70.87,576.79,204.6,586.75,147,531,426,552,Mistral AI. 2024. Mistral large 2.
404,text,5,70.87,557.88,216.41,567.84,147,570,450,591,Anthropic. 2024. Claude 3.5 sonnet.
405,text,5,70.87,538.97,290.38,548.94,147,610,604,631,"Yushi Bai, Xin Lv, Jiajie Zhang, Hongchang Lyu,"
406,text,5,81.59,528.01,289.13,537.98,169,633,602,653,"Jiankai Tang, Zhidian Huang, Zhengxiao Du, Xiao"
407,text,5,81.78,517.06,290.38,527.02,170,655,604,676,"Liu, Aohan Zeng, Lei Hou, Yuxiao Dong, Jie Tang,"
408,text,5,81.78,506.1,290.78,516.06,170,678,605,699,"and Juanzi Li. 2023. Longbench: A bilingual, mul-"
409,text,5,81.78,495.14,290.88,505.1,170,701,605,722,titask benchmark for long context understanding.
410,text,5,81.78,484.18,216.45,494.37,170,723,450,745,arXiv preprint arXiv:2308.14508.
411,text,5,70.87,465.27,289.13,475.23,147,763,602,784,"Shouyuan Chen, Sherman Wong, Liangjian Chen, and"
412,text,5,81.2,454.31,289.13,464.28,169,786,602,807,Yuandong Tian. 2023. Extending context window of
413,text,5,81.78,443.36,290.88,453.32,170,809,605,830,large language models via positional interpolation.
414,text,5,81.78,432.4,216.45,442.59,170,831,450,853,arXiv preprint arXiv:2306.15595.
415,text,5,70.87,413.49,289.13,423.45,147,871,602,892,"Krzysztof Choromanski, Valerii Likhosherstov, David"
416,text,5,81.78,402.53,290.78,412.49,170,894,605,915,"Dohan, Xingyou Song, Andreea Gane, Tamas Sar-"
417,text,5,81.78,391.57,290.38,401.53,170,917,604,938,"los, Peter Hawkins, Jared Davis, Afroz Mohiuddin,"
418,text,5,81.78,380.61,289.13,390.58,170,940,602,960,"Lukasz Kaiser, et al. 2020. Rethinking attention with"
419,text,5,81.78,369.65,266.23,379.85,170,962,554,983,performers. arXiv preprint arXiv:2009.14794.
420,text,5,70.87,350.75,289.13,360.71,147,1002,602,1023,Tri Dao. 2024. FlashAttention-2: Faster attention with
421,text,5,81.78,339.79,290.78,349.98,170,1024,605,1046,better parallelism and work partitioning. In Inter-
422,text,5,81.78,329.06,289.14,339.02,170,1047,602,1068,national Conference on Learning Representations
423,text,5,81.11,317.87,111.82,328.06,168,1070,232,1091,(ICLR).
424,text,5,70.87,298.97,290.38,308.93,147,1110,604,1131,"Tri Dao, Daniel Y. Fu, Stefano Ermon, Atri Rudra,"
425,text,5,81.78,288.01,289.13,297.97,170,1133,602,1153,and Christopher Ré. 2022. FlashAttention: Fast and
426,text,5,81.78,277.05,290.88,287.01,170,1156,605,1176,memory-efficient exact attention with IO-awareness.
427,text,5,81.78,266.09,290.78,276.28,170,1178,605,1199,In Advances in Neural Information Processing Sys-
428,text,5,81.78,255.13,145.96,265.32,170,1201,304,1222,tems (NeurIPS).
429,text,5,70.87,236.22,290.79,246.19,147,1241,605,1261,"Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasu-"
430,text,5,81.78,225.26,289.13,235.23,170,1263,602,1284,"pat, and Mingwei Chang. 2020. Retrieval augmented"
431,text,5,81.78,214.31,290.78,224.5,170,1286,605,1307,language model pre-training. In International confer-
432,text,5,81.78,203.35,290.86,213.54,170,1309,605,1330,"ence on machine learning, pages 3929–3938. PMLR."
433,text,5,70.87,184.44,289.13,194.4,147,1348,602,1369,"Patrick Lewis, Ethan Perez, Aleksandra Piktus, Fabio"
434,text,5,81.78,173.48,290.78,183.44,170,1371,605,1392,"Petroni, Vladimir Karpukhin, Naman Goyal, Hein-"
435,text,5,81.78,162.52,290.78,172.48,170,1394,605,1415,"rich Küttler, Mike Lewis, Wen-tau Yih, Tim Rock-"
436,text,5,81.78,151.56,289.13,161.53,170,1417,602,1438,"täschel, et al. 2020. Retrieval-augmented generation"
437,text,5,81.78,140.6,290.79,150.8,170,1439,605,1461,for knowledge-intensive nlp tasks. Advances in Neu-
438,text,5,81.78,129.65,288.73,139.84,170,1462,601,1483,"ral Information Processing Systems, 33:9459–9474."
439,text,5,70.87,110.74,289.13,120.7,147,1502,602,1523,"Zhuowan Li, Cheng Li, Mingyang Zhang, Qiaozhu"
440,text,5,81.78,99.78,290.78,109.74,170,1525,605,1546,"Mei, and Michael Bendersky. 2024. Retrieval aug-"
441,text,5,81.78,88.82,290.78,98.78,170,1548,605,1568,mented generation or long-context llms? a compre-
442,text,5,81.78,77.86,289.13,88.05,170,1570,602,1591,hensive study and hybrid approach. arXiv preprint
443,text,5,81.78,66.9,157.04,77.1,170,1593,327,1614,arXiv:2407.16833.
